1.8,15.019,2.3,14.914,2.2,15.035,2.3,15.024
1.5,15.8,1.8,16.186,2.3,16.25,2.7,16.41
0,0,0,0,0,0,1.8,14.882
2.7,18.593,2.9,19.108,2.8,18.988,3.1,18.998
1.8,15.851,1.8,15.68,2.5,16.246,2.4,16.253
2.3,15.279,0,0,0,0,0,0
0,0,0,0,0,0,1.7,15.661
2.4,16.248,2.5,16.329,2.45,16.3,2.4,16.301
2.7,19.469,2.9,20.093,3,19.75,3.2,19.908
2,16.356,2.2,16.376,2.2,16.194,2.4,16.524
